id_reserva;Día de semana de fecha_venta;Hora de turno;canal;cpais_id;descuento;genero;provincia;tarifa;tipo_servicio;fecha_venta;familia;precio
1022;miércoles;20;canal_2;Pais_1;0;M;PROVINCIA_1;tarifa_1;tipo_servicio_3;04-09-2019;familia_1;35
1023;miércoles;18;canal_3;Pais_1;20;M;PROVINCIA_1;tarifa_3;tipo_servicio_3;04-09-2019;familia_1;35
1024;sábado;18;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;04-09-2021;familia_1;35
1025;sábado;18;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;04-09-2021;familia_1;35
1026;sábado;18;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;04-09-2021;familia_1;35
1027;sábado;12;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;04-09-2021;familia_1;35
1028;sábado;12;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;04-09-2021;familia_1;35
1029;sábado;12;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;04-09-2021;familia_1;35
1030;sábado;12;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;04-09-2021;familia_1;35
1031;sábado;12;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;04-09-2021;familia_1;35
1032;sábado;12;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;04-09-2021;familia_1;35
1033;sábado;18;canal_1;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;04-09-2021;familia_1;35
1034;sábado;18;canal_1;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;04-09-2021;familia_1;35
1035;sábado;18;canal_1;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;04-09-2021;familia_1;35
1036;sábado;18;canal_1;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;04-09-2021;familia_1;35
1037;sábado;18;canal_1;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_1;04-09-2021;familia_1;35
1038;sábado;18;canal_1;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_1;04-09-2021;familia_1;35
1039;sábado;20;canal_1;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;04-09-2021;familia_1;35
1040;sábado;20;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;04-09-2021;familia_1;35
1041;sábado;20;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;04-09-2021;familia_1;35
1042;sábado;20;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;04-09-2021;familia_1;35
1043;sábado;20;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;04-09-2021;familia_1;35
1044;sábado;20;canal_1;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;04-09-2021;familia_1;35
1045;sábado;20;canal_1;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;04-09-2021;familia_1;35
1046;sábado;12;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_3;04-09-2021;familia_1;35
1047;sábado;12;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_3;04-09-2021;familia_1;35
1048;viernes;18;canal_1;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;04-10-2019;familia_1;35
1049;viernes;18;canal_1;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;04-10-2019;familia_1;35
1050;viernes;16;canal_3;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;04-10-2019;familia_1;35
1051;viernes;16;canal_3;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;04-10-2019;familia_1;35
1052;domingo;20;canal_1;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;04-10-2020;familia_1;35
1053;domingo;20;canal_2;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;04-10-2020;familia_1;35
1054;domingo;20;canal_2;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;04-10-2020;familia_1;35
1055;domingo;12;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;04-10-2020;familia_1;35
1056;domingo;12;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;04-10-2020;familia_1;35
1057;domingo;18;canal_3;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;04-10-2020;familia_1;35
1058;domingo;18;canal_3;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;04-10-2020;familia_1;35
1059;lunes;12;canal_1;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;04-10-2021;familia_1;35
1060;lunes;12;canal_1;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;04-10-2021;familia_1;35
1061;lunes;12;canal_2;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_3;04-10-2021;familia_1;35
1062;lunes;12;canal_2;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;04-10-2021;familia_1;35
1063;lunes;12;canal_2;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;04-10-2021;familia_1;35
1064;lunes;12;canal_2;Pais_1;25;H;PROVINCIA_1;tarifa_2;tipo_servicio_3;04-10-2021;familia_1;35
1065;lunes;20;canal_3;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;04-10-2021;familia_1;35
1066;lunes;20;canal_3;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;04-10-2021;familia_1;35
1067;lunes;18;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_3;04-10-2021;familia_1;35
1068;lunes;12;canal_1;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;04-10-2021;familia_1;35
1069;lunes;12;canal_1;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;04-10-2021;familia_1;35
1070;lunes;12;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_3;04-10-2021;familia_1;35
1071;lunes;12;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_3;04-10-2021;familia_1;35
1072;lunes;18;canal_3;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;04-10-2021;familia_1;35
1073;lunes;18;canal_3;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;04-10-2021;familia_1;35
1074;lunes;18;canal_1;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;04-10-2021;familia_1;35
1075;lunes;14;canal_3;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;04-10-2021;familia_1;35
1076;lunes;20;canal_1;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;04-10-2021;familia_1;35
1077;lunes;20;canal_1;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;04-10-2021;familia_1;35
1078;lunes;16;canal_3;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;04-10-2021;familia_1;35
1079;lunes;16;canal_3;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;04-10-2021;familia_1;35
1080;lunes;16;canal_3;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;04-10-2021;familia_1;35
1081;lunes;16;canal_3;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;04-10-2021;familia_1;35
1082;lunes;12;canal_1;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;04-11-2019;familia_1;35
1083;lunes;12;canal_1;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;04-11-2019;familia_1;35
1084;lunes;14;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;04-11-2019;familia_1;35
1085;lunes;14;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;04-11-2019;familia_1;35
1086;miércoles;18;canal_1;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;04-11-2020;familia_1;35
1087;miércoles;18;canal_1;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;04-11-2020;familia_1;35
1088;miércoles;16;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;04-11-2020;familia_1;35
1089;miércoles;18;canal_1;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;04-11-2020;familia_1;35
1090;jueves;18;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;04-11-2021;familia_1;35
1091;jueves;18;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;04-11-2021;familia_1;35
1092;jueves;18;canal_1;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;04-11-2021;familia_1;35
1093;jueves;20;canal_2;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;04-11-2021;familia_1;35
1094;jueves;20;canal_2;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;04-11-2021;familia_1;35
1095;jueves;18;canal_1;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;04-11-2021;familia_1;35
1096;jueves;18;canal_1;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;04-11-2021;familia_1;35
1097;jueves;12;canal_3;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;04-11-2021;familia_1;35
1098;jueves;20;canal_1;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_3;04-11-2021;familia_1;35
1099;jueves;20;canal_1;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;04-11-2021;familia_1;35
1100;jueves;20;canal_3;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;04-11-2021;familia_1;35
1101;jueves;20;canal_3;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;04-11-2021;familia_1;35
1102;jueves;12;canal_1;Pais_1;0;M;PROVINCIA_1;tarifa_1;tipo_servicio_3;04-11-2021;familia_1;35
1103;jueves;12;canal_1;Pais_1;20;M;PROVINCIA_1;tarifa_3;tipo_servicio_3;04-11-2021;familia_1;35
1104;jueves;14;canal_3;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;04-11-2021;familia_1;35
1105;jueves;14;canal_3;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;04-11-2021;familia_1;35
1106;jueves;20;canal_3;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;04-11-2021;familia_1;35
1107;jueves;20;canal_3;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;04-11-2021;familia_1;35
1108;jueves;16;canal_1;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;04-11-2021;familia_1;35
1109;jueves;16;canal_1;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;04-11-2021;familia_1;35
1110;jueves;16;canal_1;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;04-11-2021;familia_1;35
1111;jueves;16;canal_1;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;04-11-2021;familia_1;35
1112;miércoles;10;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;04-12-2019;familia_1;35
1113;miércoles;10;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;04-12-2019;familia_1;35
1114;miércoles;10;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;04-12-2019;familia_1;35
1115;miércoles;10;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;04-12-2019;familia_1;35
1116;miércoles;18;canal_2;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;04-12-2019;familia_1;35
1117;miércoles;18;canal_2;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;04-12-2019;familia_1;35
1118;viernes;12;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;04-12-2020;familia_1;35
1119;viernes;12;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;04-12-2020;familia_1;35
1120;viernes;12;canal_1;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;04-12-2020;familia_1;35
1121;viernes;12;canal_1;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;04-12-2020;familia_1;35
1122;viernes;12;canal_1;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;04-12-2020;familia_1;35
1123;viernes;12;canal_1;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;04-12-2020;familia_1;35
1124;viernes;12;canal_1;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;04-12-2020;familia_1;35
1125;viernes;14;canal_1;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;04-12-2020;familia_1;35
1126;viernes;14;canal_1;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;04-12-2020;familia_1;35
1127;viernes;12;canal_3;Pais_1;25;H;PROVINCIA_1;tarifa_1;tipo_servicio_3;04-12-2020;familia_1;35
1128;viernes;12;canal_3;Pais_1;25;H;PROVINCIA_1;tarifa_1;tipo_servicio_3;04-12-2020;familia_1;35
1129;viernes;12;canal_1;Pais_1;25;H;PROVINCIA_1;tarifa_1;tipo_servicio_3;04-12-2020;familia_1;35
1130;viernes;12;canal_3;Pais_1;25;H;PROVINCIA_4;tarifa_1;tipo_servicio_3;04-12-2020;familia_1;35
1131;viernes;12;canal_3;Pais_1;25;H;PROVINCIA_4;tarifa_1;tipo_servicio_3;04-12-2020;familia_1;35
1132;sábado;20;canal_2;Pais_1;0;H;PROVINCIA_1;tarifa_4;tipo_servicio_1;04-12-2021;familia_1;35
1133;sábado;20;canal_2;Pais_1;0;H;PROVINCIA_1;tarifa_4;tipo_servicio_1;04-12-2021;familia_1;35
1134;sábado;16;canal_1;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;04-12-2021;familia_1;35
1135;sábado;16;canal_1;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;04-12-2021;familia_1;35
1136;sábado;18;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;04-12-2021;familia_1;35
1137;sábado;12;canal_1;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;04-12-2021;familia_1;35
1138;sábado;16;canal_1;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;04-12-2021;familia_1;35
1139;sábado;16;canal_3;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;04-12-2021;familia_1;35
1140;sábado;16;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_3;04-12-2021;familia_1;35
1141;sábado;16;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_3;04-12-2021;familia_1;35
1142;sábado;18;canal_3;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;04-12-2021;familia_1;35
1143;sábado;18;canal_3;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;04-12-2021;familia_1;35
1144;sábado;10;canal_3;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;04-12-2021;familia_1;35
1145;sábado;10;canal_3;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;04-12-2021;familia_1;35
1146;sábado;18;canal_2;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;04-12-2021;familia_1;35
1147;sábado;18;canal_2;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;04-12-2021;familia_1;35
1148;sábado;18;canal_2;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;04-12-2021;familia_1;35
1149;sábado;18;canal_2;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;04-12-2021;familia_1;35
1150;sábado;18;canal_3;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;04-12-2021;familia_1;35
1151;sábado;18;canal_3;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;04-12-2021;familia_1;35
1152;sábado;18;canal_3;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;04-12-2021;familia_1;35
1153;sábado;18;canal_3;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;04-12-2021;familia_1;35
1154;sábado;16;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_3;04-12-2021;familia_1;35
1155;sábado;16;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_3;04-12-2021;familia_1;35
1156;domingo;20;canal_1;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;05-01-2020;familia_1;35
1157;domingo;20;canal_1;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;05-01-2020;familia_1;35
1158;domingo;18;canal_1;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;05-01-2020;familia_1;35
1159;domingo;18;canal_1;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;05-01-2020;familia_1;35
1160;domingo;14;canal_1;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;05-01-2020;familia_1;35
1161;domingo;14;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;05-01-2020;familia_1;35
1162;domingo;14;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;05-01-2020;familia_1;35
1163;domingo;12;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;05-01-2020;familia_1;35
1164;domingo;12;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;05-01-2020;familia_1;35
1165;domingo;20;canal_1;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;05-01-2020;familia_1;35
1166;domingo;20;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;05-01-2020;familia_1;35
1167;domingo;20;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;05-01-2020;familia_1;35
1168;domingo;20;canal_1;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;05-01-2020;familia_1;35
1169;domingo;16;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;05-01-2020;familia_1;35
1170;domingo;16;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;05-01-2020;familia_1;35
1171;domingo;16;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;05-01-2020;familia_1;35
1172;domingo;16;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;05-01-2020;familia_1;35
1173;domingo;20;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;05-01-2020;familia_1;35
1174;domingo;20;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;05-01-2020;familia_1;35
1175;domingo;16;canal_3;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;05-01-2020;familia_1;35
1176;domingo;16;canal_3;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;05-01-2020;familia_1;35
1177;domingo;18;canal_2;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;05-01-2020;familia_1;35
1178;domingo;10;canal_2;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;05-01-2020;familia_1;35
1179;domingo;10;canal_2;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;05-01-2020;familia_1;35
1180;domingo;18;canal_2;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;05-01-2020;familia_1;35
1181;domingo;18;canal_2;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;05-01-2020;familia_1;35
1182;domingo;12;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_3;05-01-2020;familia_1;35
1183;domingo;12;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_3;05-01-2020;familia_1;35
1184;domingo;18;canal_3;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;05-01-2020;familia_1;35
1185;domingo;18;canal_3;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;05-01-2020;familia_1;35
1186;martes;16;canal_3;Pais_1;0;H;PROVINCIA_2;tarifa_1;tipo_servicio_1;05-01-2021;familia_1;35
1187;martes;20;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;05-01-2021;familia_1;35
1188;martes;20;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;05-01-2021;familia_1;35
1189;martes;20;canal_3;Pais_1;0;M;PROVINCIA_1;tarifa_1;tipo_servicio_1;05-01-2021;familia_1;35
1190;martes;16;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;05-01-2021;familia_1;35
1191;martes;16;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;05-01-2021;familia_1;35
1192;martes;18;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;05-01-2021;familia_1;35
1193;martes;18;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;05-01-2021;familia_1;35
1194;martes;18;canal_3;Pais_1;25;H;PROVINCIA_1;tarifa_1;tipo_servicio_3;05-01-2021;familia_1;35
1195;martes;20;canal_1;Pais_1;20;M;PROVINCIA_1;tarifa_3;tipo_servicio_3;05-01-2021;familia_1;35
1196;martes;20;canal_1;Pais_1;20;M;PROVINCIA_1;tarifa_3;tipo_servicio_3;05-01-2021;familia_1;35
1197;martes;12;canal_1;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;05-01-2021;familia_1;35
1198;martes;12;canal_1;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;05-01-2021;familia_1;35
1199;martes;20;canal_1;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;05-01-2021;familia_1;35
1200;martes;20;canal_1;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;05-01-2021;familia_1;35
1201;martes;20;canal_1;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;05-01-2021;familia_1;35
1202;martes;18;canal_1;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;05-01-2021;familia_1;35
1203;martes;20;canal_1;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;05-01-2021;familia_1;35
1204;martes;20;canal_1;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;05-01-2021;familia_1;35
1205;martes;18;canal_3;Pais_1;25;H;PROVINCIA_1;tarifa_1;tipo_servicio_3;05-01-2021;familia_1;35
1206;martes;20;canal_3;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;05-02-2019;familia_1;35
1207;martes;12;canal_3;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;05-02-2019;familia_1;35
1208;martes;10;canal_3;Pais_1;25;H;PROVINCIA_1;tarifa_2;tipo_servicio_3;05-02-2019;familia_1;35
1209;miércoles;12;canal_3;Pais_1;0;H;PROVINCIA_3;tarifa_1;tipo_servicio_1;05-02-2020;familia_1;35
1210;miércoles;12;canal_3;Pais_1;0;H;PROVINCIA_3;tarifa_1;tipo_servicio_1;05-02-2020;familia_1;35
1211;miércoles;16;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;05-02-2020;familia_1;35
1212;miércoles;16;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;05-02-2020;familia_1;35
1213;miércoles;18;canal_1;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;05-02-2020;familia_1;35
1214;miércoles;18;canal_1;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;05-02-2020;familia_1;35
1215;miércoles;10;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;05-02-2020;familia_1;35
1216;miércoles;10;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;05-02-2020;familia_1;35
1217;miércoles;16;canal_2;Pais_1;0;H;PROVINCIA_4;tarifa_1;tipo_servicio_3;05-02-2020;familia_2;35
1218;miércoles;16;canal_1;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;05-02-2020;familia_1;35
1219;miércoles;10;canal_2;Pais_1;20;M;PROVINCIA_1;tarifa_3;tipo_servicio_3;05-02-2020;familia_1;35
1220;miércoles;10;canal_2;Pais_1;20;M;PROVINCIA_1;tarifa_3;tipo_servicio_3;05-02-2020;familia_1;35
1221;miércoles;14;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_3;05-02-2020;familia_1;35
1222;miércoles;14;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_3;05-02-2020;familia_1;35
1223;miércoles;20;canal_3;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;05-02-2020;familia_1;35
1224;miércoles;20;canal_3;Pais_1;20;H;PROVINCIA_1;tarifa_3;tipo_servicio_3;05-02-2020;familia_1;35
1225;martes;20;canal_1;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_3;05-03-2019;familia_1;35
1226;martes;20;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_3;05-03-2019;familia_1;35
1227;jueves;12;canal_2;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;05-03-2020;familia_1;35
1228;jueves;12;canal_2;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;05-03-2020;familia_1;35
1229;jueves;12;canal_2;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;05-03-2020;familia_1;35
1230;jueves;18;canal_1;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;05-03-2020;familia_1;35
1231;jueves;14;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;05-03-2020;familia_1;35
1232;jueves;14;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;05-03-2020;familia_1;35
1233;jueves;12;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;05-03-2020;familia_1;35
1234;jueves;12;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;05-03-2020;familia_1;35
1235;jueves;12;canal_3;Pais_1;0;H;PROVINCIA_1;tarifa_1;tipo_servicio_1;05-03-2020;familia_1;35
